NOM DU MUSEE,ADR,CP,VILLE,SITWEB,latitude,longitude
Musée Municipal d'Art et d'Histoire,"6, place de Mas Saint Pierre",31800,SAINT-GAUDENS,http://www.mairiestgaudens.fr,43.107637,0.725625
Musée des Augustins,"21, rue de Metz",31000,TOULOUSE,http://www.augustins.org,43.600562,1.445904
Musée Saint-Raymond,Place Saint Sernin,31000,TOULOUSE,http://www.SaintRaymond.toulouse.fr,43.608498,1.442139
Musée des Transports et des Communications,"93, avenue Jules Julien",31400,TOULOUSE,http://asptuit.free.fr,43.577035,1.450597
Musée du Vieux Toulouse,"Hôtel Dumay

7, Rue du May",31000,TOULOUSE,En projet,43.602262,1.443143
Musée Georges Labit,"17, rue du Japon",31400,TOULOUSE,,43.589735,1.458081
Musée Paul Dupuy,"13, Rue de la Pléau",31000,TOULOUSE,Site des musées de la région : www.musees-midi-pyrenees.fr/,43.596898,1.446935
"Les Abattoirs, Musée d'Art Moderne et Contemporain","76, allées Charles-de-Fitte",31300,TOULOUSE,http://www.lesabattoirs.org,43.600678,1.428998
Muséum d'Histoire Naturelle,"35, allées Jules Guesde",31000,TOULOUSE,http://www.museum.toulouse.fr,43.594236,1.449092
Musée Bigourdan du Vieux Moulin,Rue Hount-Blanque,65200,BAGNERES-DE-BIGORRE,,43.065592,0.15365
Musée Salies,Place des Thermes,65200,BAGNERES-DE-BIGORRE,http://www.museesbagneres.fr/,43.062205,0.147936
Muséum d'Histoire Naturelle,"7, Place des Thermes de Salut",65200,BAGNERES-DE-BIGORRE,http://www.museesbagneres.fr/,43.062516,0.146987
Musée Pyrénéen,Château fort,65100,LOURDES,http://www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/,43.095693,-0.048489
Musée Municipal,Presbytère,65120,LUZ-SAINT-SAUVEUR,,42.865782,0.001324
Musée-château Gaston Phébus,Château-Fort de Mauvezin,65130,MAUVEZIN,http://www.chateaudemauvezin.com,43.116342,0.278587
Musée Henri Martin,"792, Rue Emile Zola",46000,CAHORS,http://www.mairie-cahors.fr/musee,44.448506,1.438286
Musée d'Histoire de Figeac,"Rue Victor Delbos

Cour du Puy",46100,FIGEAC,http://www.musee-champollion.fr/,44.610842,2.035622
Musée Champollion - Les Ecriture du Monde,"4, Rue des Frères Champollion",46100,FIGEAC,http://www.musee-champollion.fr et site de la ville,44.609716,2.034747
Musée Murat,Place de Tolentino,46240,LABASTIDE MURAT,site de l'association des amis du musée,44.648438,1.568714
"Musée Archéologique ""Armand-Viré""",Rue de la Ville,46140,LUZECH,http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech,44.479699,1.285863
Musée Départemental de Cuzals,,46330,SAULIAC-SUR-CELE,http://www.museeduquercy.com,44.506456,1.706642
Musée de l'Automate,Place de l'Abbaye,46200,SOUILLAC,http://www.musee-automate.fr,44.894537,1.468386
Musée Municipal,Mairie,46110,VAYRAC,http://www.vayrac.fr/uxellodunum.php?lg=fr,44.942216,1.708576
Musée Eugénie et Maurice Guérin,Château de Cayla,81140,ANDILLAC,http://musee-cayla.tarn.fr/,44.009953,1.899242
Musée Jean Jaurès,"2, Place Pélisson",81100,CASTRES,http://www.ville-castres.fr ou www.musees-midi-pyrenees.fr/musees/centre-national-et-musee-jean-jaures/,43.607135,2.240474
Musée Charles Portal - Histoire et Patrimoine,"Porte des Ormeaux

1, Rue Saint-Michel",81170,CORDES-SUR-CIEL, http://musee-charles-portal.asso-web.com,44.063752,1.94934
Musée du protestantisme en Haut-Languedoc,"""La Ramade""",81260,FERRIERES,http://www.mpehl.org et www.musees-midi-pyrenees.fr,43.661945,2.448171
Musée de l'Abbaye Saint-Michel,Place Saint-Michel,81600,GAILLAC,site de la ville,43.897879,1.895779
Muséum d'histoire naturelle Philadelphe Thomas,Place Philadelphe Thomas,81600,GAILLAC,Site de la ville :  www.ville-gaillac.fr,43.89944,1.894093
Musée des Beaux-Arts,Avenue Dom-Vayssette,81600,GAILLAC,Site de la ville www.ville-gaillac.fr,43.894259,1.90185
Musée Départemental du Textile,Rue de la Rive,81270,LA-BASTIDE-ROUAIROUX,http://musee-textile.tarn.fr,43.476806,2.638362
Musée du Pays Vaurais,"1, rue Jouxaygues",81500,LAVAUR Cedex,http://www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais,43.698317,1.82076
Musée Raymond Lafage,"10, Rue Victor Mazies",81310,LISLE-SUR-TARN,http://www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/,43.852891,1.811372
Musée du Pays Rabastinois,"Mairie de Rabastens

2, Rue Amédée Clausade",81800,RABASTENS,Site de la région : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois,43.820412,1.724788
Musée du Vieil Auvillar,"Mairie

Place de la Halle",82340,AUVILLAR,http://www.auvillar.com,44.070483,0.899587
Musée Théodore Calbet,"15, Rue Jean de Comère",82170,GRISOLLES,http://www.museecalbet.com,43.827651,1.294738
Musée des arts et traditions populaires,"4, Rue de l'Abbaye",82200,MOISSAC,,44.105697,1.085296
Musée d'Histoire Naturelle Victor Brun,"2, Place Antoine Bourdelle",82000,MONTAUBAN,http://www.museum.montauban.com/,44.017099,1.351385
Musée Ingres,BP 752,82013,MONTAUBAN Cedex,http://www.montauban.com,48.832951,2.296328
Musée de Préhistoire,"Hôtel de Ville

Place de la Mairie",82140,SAINT-ANTONIN-NOBLE-VAL,Site de la ville : www.saint-antonin-noble-val.com,44.150801,1.755919
Musée Théophile Jouglet,"215, Avenue Anatole-France",59410,ANZIN,site de la ville ou www.mediatheque-anzin.fr,50.372495,3.501834
Musée d'Histoire et d'Archéologie,BP 90,59440,AVESNES-SUR-HELPE,http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee,50.121812,3.92658
Musée Benoît de Puydt,"24, Rue du Musée",59270,BAILLEUL,Site de la ville,50.740715,2.734399
Musée du Mont-de-Piété,"1, Rue du Mont-de-Piété",59380,BERGUES,http://www.musee-bergues.fr,50.969087,2.430391
Musée de l'Ostrevant,"192, rue Edouard Lalo",59111,BOUCHAIN,http://museedostrevant.canalblog.com/,50.284651,3.311321
Musée Municipal de Cambrai,"15, Rue de l'Epée",59400,CAMBRAI,http://www.villedecambrai.com/culture/musee.html,50.17347,3.229635
Musée Diocésain d'Art Sacré,"Service de la conservation du patrimoine culturel

11, Rue du Grand Séminaire - CS 80149",59403,CAMBRAI Cedex,http://www.liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html ou http://archives.cathocambrai.com/,50.17298,3.231369
Musée d'Archéologie et d'Histoire Locale,"9, Place Wilson",59220,DENAIN,Site de la ville - www.ville-denain.fr,50.327328,3.400252
Musée de la Chartreuse,"130, Rue des Chartreux",59500,DOUAI,http://www.museedelachartreuse.fr,50.374404,3.07548
Musée Portuaire,"Entrepôt des Tabacs

9, Quai de la Citadelle",59140,DUNKERQUE,http://www.museeportuaire.fr,51.037914,2.372174
Musée Municipal d'Escaudain,Rue Paul Bert,59124,ESCAUDAIN,http//clec.free.fr,50.327774,3.34373
Musée du Dessin et de l'Estampe Originale,"Château Arsenal

Place Charles Valentin",59820,GRAVELINES,http://www.ville-gravelines.fr,50.988054,2.128816
Musée Départemental Matisse,Palais Fénelon,59360,LE CATEAU-CAMBRESIS,http://www.cg59.fr ou www.tourisme-lecateau.fr/museematisse,50.103244,3.537306
Musée d'Histoire Naturelle et de Géologie,"19, rue de Bruxelles",59000,LILLE,http://www.mairie-lille.fr,50.626639,3.066546
Musée de l'Hospice Comtesse,"32, Rue de la Monnaie",59800,LILLE,http://www.mairie-lille.fr ou http://www.pba-lille.fr/spip.php?article167,50.641054,3.06294
Palais des Beaux-Arts de Lille,"18, bis rue de Valmy",59000,LILLE,http://www.pba-lille.fr ou site de la mairie http://www.mairie-lille.fr,50.630545,3.064941
Musée d'Histoire Locale de Marchiennes,Rue Corbineau,59870,MARCHIENNES,http://www.officedetourismemarchiennes.fr,50.407479,3.281263
Musée Henri Boez,"Hôtel de ville

BP 269",59607,MAUBEUGE Cedex,http://www.musenor.com,50.623845,3.071417
La Piscine - Musée d'Art et d'Industrie André Diligent,"24, rue des Champs",59100,ROUBAIX,http://www.roubaix-lapiscine.com,50.692479,3.166607
Musée Municipal,"Tour Abbatiale

Grand- Place",59230,SAINT-AMAND-LES-EAUX,Site de la ville,50.448798,3.427859
Musée-Atelier du Verre,"1, Rue du général de Gaulle

B.P. 2",59216,SARS-POTERIES,site du département - www.nordmag.com,47.52711,-2.769245
MUba Eugène Leroy/Tourcoing,"2, Rue Paul Doumer",59200,TOURCOING,http://www.muba-tourcoing.fr/,50.724554,3.162819
Musée des Beaux-Arts,Boulevard Watteau,59300,VALENCIENNES,http://www.valenciennes.fr(culture/musee),50.35607,3.530995
LAM - Lille Métropole Musée d'Art Moderne d'Art Contemporain et d'Art Brut,"1, Allée du Musée",59650,VILLENEUVE-D'ASCQ,http://www.musee-lam.fr,50.637497,3.148587
Musée des Beaux-Arts,"Ancienne Abbaye Saint-Vaast

22, Rue Paul Doumer",62000,ARRAS,http://www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html,50.291624,2.77326
Musée Communautaire Opale-Sud,"60, Rue de l'Impératrice",62600,BERCK-SUR-MER,http://www.opale-sud.com,50.405092,1.567687
Musée Régional d'Ethnologie,"211, avenue Kennedy",62400,BETHUNE,Site de la ville,50.536456,2.648235
Château-Musée de Boulogne-Sur-Mer,Rue de Bernet,62200,BOULOGNE-SUR-MER,http://www.ville-boulogne-sur-mer.fr/château-musee ou  musenor,50.72557,1.616458
Muséum d'Histoire Naturelle,"115, Boulevard Eurvin",62317,BOULOGNE-SUR-MER,,50.723398,1.615809
Musée des Beaux-Arts et de la Dentelle,"25, rue Richelieu",62100,CALAIS,http://www.musee.calais.fr,50.956724,1.851871
Musée Quentovic,"8, Place du Général de Gaulle",62630,ETAPLES-SUR-MER,http://www.musee-quentovic.fr/,50.513895,1.637621
Musée d'Histoire et d'Archéologie,"50, rue André Deprez",62440,HARNES,Site de la ville : www.ville-harnes.fr/Patrimoine,50.447577,2.91073
Musée Municipal,Avenue du Golf,62520,LE TOUQUET-PARIS-PLAGE,http://www.letouquet.com ou http://www.letouquet-musee.com/,50.506399,1.602007
Musée d'Art et d'Histoire Roger Rodière,Hôtel Saint-Walloy,62170,MONTREUIL-SUR-MER,http://www.2p2m.org,50.462757,1.76407
Musée de l'Hôtel Sandelin,"14, Rue Carnot",62500,SAINT-OMER,http://www.musees-ville-saint-omer.com,50.749007,2.254521
Musée Henri Dupuis,"9, Rue Henri Dupuis",62500,SAINT-OMER,m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis,50.748349,2.251197
Musée Jean-Charles Cazin,"84, Grand' Place Foch",62830,SAMER,site de la ville - www.villesamer.fr,50.63954,1.745547
Musée du Débarquement,Place du 6 Juin,14117,ARROMANCHES,http://www.musee-arromanches.fr,49.340234,-0.622108
Musée d'Art et d'Histoire Baron Gérard,37 rue du Bienvenu,14400,BAYEUX,http://www.bayeuxmuseum.com/mahb.html,49.276158,-0.703671
Musée Langlois,"Mairie

13, rue du Paradis",14950,BEAUMONT-EN-AUGE,,49.278234,0.110532
Musée de la Poste et des Techniques de communication,"52, Rue Saint-Pierre",14000,CAEN,http://www.caen.fr/museedelaposte/,49.183359,-0.363538
Musée de la Société des Antiquaires,,14000,CAEN,,49.185369,-0.349611
Musée de Normandie,Le Château,14000,CAEN,http://www.musee-de-normandie.eu,49.16202,-0.345097
Musée des Beaux-Arts,Le Château,14000,CAEN,http://www.mba.caen.fr,49.16202,-0.345097
Musée de la Mine,Rue de la Fosse Frandemiche,14330,LE MOLAY-LITTRY,http://www.ville-molay-littry.fr,49.24317,-0.87738
Musée de la Meunerie - Moulin de Marcy,Moulin de Marcy,14330,LE MOLAY-LITTRY,http://www.ville-molay-littry.fr,49.227596,-0.9048
Musée d'Art et d'Histoire de Lisieux,"38, Boulevard Pasteur",14100,LISIEUX,http://www.ville-lisieux.fr/23-Musee-d-Art-et-d-Histoire.html,49.144562,0.219323
Musée Municipal,"107, rue Grande",14290,ORBEC,site de la mairie - http://www.mairie-orbec.fr,49.022096,0.406804
Musée du Château,Château de Pontécoulant,14110,PONTECOULANT,http://www.condeintercom.fr,48.896917,-0.588433
Musée des Techniques Fromagères,Rue Saint Benoît,14170,SAINT-PIERRE-SUR-DIVES,,49.019523,-0.033256
Musée de Trouville - Villa Montebello,"64, Rue du Général Leclerc",14360,TROUVILLE-SUR-MER,http://www.trouville.fr/pages/03maville/culture.html,49.37135,0.083538
Musée et Sites archéologiques de Vieux-la-Romaine,"13, Chemin Haussé",14930,VIEUX,Site du conseil général,49.105688,-0.437702
Musée Municipal,"2, Place Sainte-Anne

B.P. 62",14502,VIRE Cedex 02,http://www.cc-vire.fr/web/le_musee.html,48.835996,-0.888245
Musée Municipal d'Avranches,Place Jean de Saint Avit,50300,AVRANCHES,,48.678874,-1.350061
Maison de la Pomme et de la Poire,La Logeraie,50720,BARENTON,http://www.parc-naturel-normandie-maine.fr ou www.musees-basse-normandie.fr,48.587967,-0.806027
Musée du Vieux Château,Place de la Mairie,50260,BRICQUEBEC,http://www.mairie-bricquebec.fr/,49.470838,-1.633678
Musée de la Guerre et de la Libération,"Fort du Roule

Montée des Résistants",50100,CHERBOURG-OCTEVILLE,http://www.ville-cherbourg.fr,49.629987,-1.61425
Musée Thomas Henry,"4, Rue Vastel",50100,CHERBOURG-OCTEVILLE,http://www.ville-cherbourg.fr,49.636993,-1.622034
Musée Quesnel-Morinière,"2, Rue Quesnel-Morinière",50200,COUTANCES,http://www.ville-coutances.fr/musee.php,49.047263,-1.446668
Musée du Vieux Granville,"2, Rue Lecarpentier",50400,GRANVILLE,http://www.ville-granville.fr (site de la ville),48.837248,-1.602814
Musée Richard Anacréon,Place de l'Ithsme - La Haute Ville,50400,GRANVILLE,http://www.ville-granville.fr,48.835533,-1.584192
Musée Christian Dior,"Villa les Rhumbs

Route d'Estouteville",50400,GRANVILLE,http://www.museechristiandior.com,48.842113,-1.592429
"Musée du Bocage Normand, ferme du bois Jugan","Ferme de Boisjugan

Boulevard de la Commune",50000,SAINT-LO,http://www.saint-lo.fr,49.104029,-1.076496
Musée du Granit,Le Bourg,50670,SAINT-MICHEL-DE-MONTJOIE,http://www.sitesetmusees.cg50.fr,48.761142,-1.029377
Musée Barbey d'Aurevilly,"66, Rue Bottin Desylles",50390,SAINT-SAUVEUR-LE-VICOMTE,http://www.stlo.unicaen.fr/museebarbeydaurevilly,49.384496,-1.533002
Ferme-Musée du Cotentin,Chemin de Beauvais,50480,SAINTE-MERE-EGLISE,,49.416129,-1.314998
Musée Régional du Cidre et du Calvados,Rue du Petit Versailles,50700,VALOGNES,Site de la Mairie : www.mairie-valognes.fr,49.505988,-1.47042
Musée de la Poeslerie,"Cour du Foyer

25, Rue Général Huard",50800,VILLEDIEU-LES-POELES,http://www.museesvilledieu.sitew.com,48.840754,-1.221648
Musée Municipal d'Archéologie,"Service Patrimoine

44, Place Fulbert de Beina",61300,L'AIGLE,http://www.ville-laigle.fr,48.764698,0.629018
Musée Municipal - Musée du Jouet,"32, Rue de la Victoire",61600,LA FERTE-MACE,site de la ville,48.590293,-0.359226
Musée du Percheron,"3, Rue du Portail Saint-Denis",61400,MORTAGNE-AU-PERCHE,,48.52186,0.54697
Musée Départemental des Arts et Traditions Populaires du Perche,Prieuré de Sainte-Gaubruge,61130,SAINT-CYR LA ROSIERE,http://www.ecomuseeduperche.fr,48.324467,0.65589
Musée Départemental d'Art Sacré,Place du Général de Gaulle,61500,SEES,http://www.cg61.fr/musee-art-religieux-sees.html,48.605419,0.171871
Musée Artisanal et Industriel d'Instruments à Vent,"2, Rue d'Ivry",27750,LA COUTURE-BOUSSEY,http://www.lacoutureboussey.com/default.asp?file=pg25-1_fr,48.897628,1.407809
Musée Municipal Nicolas Poussin,Rue Sainte-Clotilde,27700,LES ANDELYS,http://www.museenicolaspoussin.fr,49.245779,1.420095
Musée Municipal,"19, Rue Pierre Mendes France

B.P. 621",27400,LOUVIERS Cedex,Site des musées de Haute-Normandie ou site de la ville,49.214044,1.169269
Musée Alfred Canel,"84, Rue de la République",27500,PONT-AUDEMER,http://www.ville-pont-audemer.fr ou www.musee-haute-normandie.fr,49.357088,0.516022
Musée Alphonse-Georges Poulain,"12, Rue du Pont",27200,VERNON,site de la ville www.ville-vernon27.fr/musee/,49.094855,1.484927
Musée Municipal,"Hôtel de Ville

Place de la Libération",76360,BARENTIN,Site de la ville : www.ville-barentin.fr,49.545721,0.952516
Pavillon Flaubert,"18, Quai Gustave Flaubert

Dieppedalle-Croisset",76380,CANTELEU,http://www.litterature-lieux.com/fiche-site-80.htm - Site des musées de la région,49.435017,1.031203
Maison des Templiers,"1, Rue Thomas-Bazin",76490,CAUDEBEC-EN-CAUX,site des musées de la région,49.52525,0.725969
Château-Musée de Dieppe,Rue de Chastes,76200,DIEPPE,http://www.mairie-dieppe.fr ou www.musees-haute-normandie.fr,49.923949,1.07162
Musée d'Elbeuf,"La Fabrique des Savoirs - LA CREA

7 cours Gambetta",76500,ELBEUF,http://www.la-crea.fr ou Site des musées de la région,49.28505,1.006272
Musée Louis-Philippe du Château d'Eu,Place d'Orléans,76260,EU,http://www.louis-philippe.eu - www.ville-eu.fr ou site des musées de la région,50.048831,1.418363
Musée des Arts & de l'Enfance,"21, Rue Alexandre Legros",76400,FECAMP,http://www.fecamp.com,49.756192,0.377521
Musée du Prieuré,"Mairie d'Harfleur

50, Rue de la République 

B.P. 97",76700,HARFLEUR,site de la région,49.919318,1.075715
Muséum d'Histoire Naturelle,Place du Vieux Marché,76600,LE HAVRE,http://www.museum-lehavre.fr ou site de la ville,49.487581,0.108279
Musée du Prieuré de Graville,"1, Rue Elisée Reclus",76600,LE HAVRE,Site de la ville -  www.ville-lehavre.fr,49.502468,0.162885
La Maison de l'Armateur,"3, Quai de l'Ile

(Quartier Saint-François)",76600,LE HAVRE,Site de la ville - www.ville-lehavre.fr,49.486876,0.112619
Musée d'Art Moderne André Malraux - MuMa,"2, boulevard Clemenceau",76600,LE HAVRE,http://www.muma-lehavre.fr,49.484796,0.102188
Musée de l'Hôtel Dubocage de Bléville,"1, Rue Jérôme Bellarmarto",76600,LE HAVRE,Site de la ville : www.ville-lehavre.fr,49.488697,0.114414
Musée Départemental Pierre Corneille,"502, Rue Pierre Corneille",76650,LE PETIT-COURONNE,http://www.museepierrecorneille.fr,49.389368,1.0216
Musée des Traditions et Arts Normands,Château de Martainville,76116,MARTAINVILLE-EPREVILLE,http://www.chateaudemartainville.fr,49.460105,1.297348
Musée des Sapeurs-Pompiers de France,Rue Baron Bigot,76710,MONTVILLE,http://www.musee-sapeurs-pompiers.org - www.mairie-montville.fr,49.54688,1.076136
Musée Mathon-Durand,Grande rue St-Pierre,76270,NEUFCHATEL-EN-BRAY,site des musées de la région,49.733325,1.433587
Musée Industriel de la Corderie Vallois,"185, Route de Dieppe",76960,NOTRE-DAME-DE-BONDEVILLE,http://www.corderievallois.fr,49.494507,1.048567
Musée National de l'Education,"CANOPE

6, Rue de Bihorel",76000,ROUEN,http://www.reseau-canope.fr/musee/,49.448524,1.102602
Musée des Antiquités de la Seine-Maritime,"198, Rue Beauvoisine",76000,ROUEN,http://www.museedesantiquites.fr,49.447268,1.098932
Musée Flaubert et d'Histoire de la Médecine,"Ancien Hôtel-Dieu

51, rue de Lecat",76000,ROUEN,http://www.rouen.fr/medecine ou http://www3.chu-rouen.fr/Internet/connaitreCHU/culture/musee_flaubert,49.445232,1.081736
Musée Le Secq des Tournelles,"2, rue Jacques Villon",76000,ROUEN,http://www.rouen-musees.com,49.444259,1.094815
Muséum d'Histoire Naturelle,"198, Rue Beauvoisine",76000,ROUEN,Site de la ville,49.447268,1.098932
Musée de la Céramique,"1, rue Faucon",76000,ROUEN,http://www.rouen-musees.com,49.445543,1.093846
Musée des Beaux-Arts,"1, Place restout",76000,ROUEN,http://www.rouen-musees.com,49.445222,1.094076
Musée-Maison Natale Pierre Corneille,"Bibliothèques de Rouen

3, rue Jacques Villon",76043,ROUEN Cedex 1,Site des musées de la région ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/,49.445148,1.094521
Musée Victor Hugo,Quai Victor Hugo,76490,VILLEQUIER,http://www.museevictorhugo.fr,49.510304,0.672863
Musée Municipal des Ivoires,"Office de Tourisme d'Yvetot et sa Région

8, Place Maréchal Joffre",76190,YVETOT,Site de l'OT - www.tourisme-yvetot.fr,49.617332,0.754906
Musée des Marais Salant,"29 bis, Rue Pasteur",44740,BATZ-SUR-MER,http://www.cap-atlantique.fr/tourisme-loisirs/Musee/,47.278542,-2.478054
"Musée de la Fève, Crèches et Traditions Populaires","2,  Place Jean Guihard",44130,BLAIN,http://www.musee-de-blain.fr/accueil2.htm,47.475727,-1.764575
Musée du Pays de Retz,"6, Rue des Moines

B.P. 14",44580,BOURGNEUF-EN-RETZ,http://www.museepaysderetz.com,47.042318,-1.952164
Musée du Pays de Guérande et de la Porte Saint Michel,"Porte Saint-Michel

CS 85139",44351,GUERANDE Cedex,site de la ville - www.ville-guerande.fr,47.327509,-2.428149
Musée du Vignoble Nantais,"82, Rue Pierre Abélard",44330,LE PALLET,http://www.musee-vignoble-nantais.eu,47.134414,-1.329883
Musée des Beaux-Arts de Nantes,"10, Rue Georges Clémenceau",44000,NANTES,http://www.museedesbeauxarts.nantes.fr,47.219276,-1.547096
Muséum d'Histoire Naturelle de Nantes,"12, Rue Voltaire",44000,NANTES,http://www.museum.nantes.fr,47.212387,-1.564651
Musée du Château des Ducs de Bretagne,"4, Place Marc Elder",44000,NANTES,http://www.château-nantes.fr,47.216353,-1.549389
Musée  Départemental Dobrée,"18, Rue Voltaire

B.P. 40 415",44004,NANTES Cedex 1,http://www.loire-atlantique.fr ou www.cg44.fr ou www.culture.cg44.fr,47.211788,-1.566123
Musées du Parc Naturel Régional de Brière,"177, Île de Fedrun",44720,SAINT-JOACHIM,http://www.parc-naturel-briere.fr,47.376078,-2.211119
Musée du Chaume/Kerhinet - PNR Brière,Village de Kerhinet,44410,SAINT-LYPHARD,http://www.parc-naturel-briere.fr,47.363725,-2.34928
Maison de l'Eclusier /Parc Naturel Régional de Brière,"Rozé

Place des Eclusiers",44550,SAINT-MALO DE GUERSAC,http://www.parc-naturel-briere.fr,47.357542,-2.184789
Musée Jean Lurcat et de la Tapisserie Contemporaine,"Direction des musées d'Angers

14, Rue du Musée",49100,ANGERS,Site de la ville,47.469132,-0.554372
Galerie David d'Angers,"Direction des musées d'Angers

14, Rue du Musée",49100,ANGERS,http://www.angers.fr/mba,47.469132,-0.554372
Musée des Beaux-Arts,"Direction des musées d'Angers

14, Rue du Musée",49100,ANGERS,http://www.angers.fr/mba,47.469132,-0.554372
Musée Pincé,32 bis rue Lenepveu,49100,ANGERS,Site de la ville,47.471767,-0.551841
Muséum des Sciences Naturelles,"43, Rue Jules Guitton",49100,ANGERS,http://www.ville-angers.fr/museum,47.473475,-0.546412
Musée d'Art et d'Histoire,"Château du Roi René d'Anjou

place de l'Europe",49150,BAUGE,http://www.damm49.fr,47.542018,-0.104489
Musée Joseph Denais,"5, Place Notre-Dame",49250,BEAUFORT-EN-VALLEE,http://www.damm49.fr,47.44022,-0.217749
Musée du Textile,Rue du Docteur Roux,49300,CHOLET,http://www.museedutextile.com ou www.ville-cholet.fr/musee-textile.php,47.069587,-0.897687
Musée d'Art et d'Histoire,"27, Avenue de l'Abreuvoir",49300,CHOLET,Site de la ville : www.ville-cholet.fr/musee-art-histoire.php,47.058385,-0.882284
Musée Jules-Desbois,"1, Place Jules-Desbois",49390,PARCAY-LES-PINS,http://www.musee-julesdesbois.fr ou www.damm49.fr,47.436645,0.159784
Château-Musée,"Hôtel de Ville

Rue Molière - CS 54006",49408,SAUMUR Cedex,http://www.chateau-saumur.com,47.260647,-0.076544
Musée de l'Ardoise,"32, Chemin de la Maraîchère",49800,TRELAZE,http://www.lemuseedelardoise.fr,47.450792,-0.491518
Musée des Tisserands Mayennais,Place Billard de Veaux,53300,AMBRIERES-LES-VALLEES,Site de la ville,48.403045,-0.630604
Musée d'Art et d'Archéologie Hôtel Fouquet,"2, Rue Jean Bourré",53200,CHATEAU-GONTIER,http://patrimoine.chateaugontier.fr/,47.828879,-0.705135
Musée Communal Robert Tatin,"""La Maison des Champs""

La Frénouse",53230,COSSE-LE-VIVIEN,http://www.musee-robert-tatin.fr,47.936091,-0.897018
Musée Municipal,Place de l'Hôtel de Ville,53500,ERNEE,,48.296721,-0.93946
Musée Archéologique Départemental de Jublains,"13, Rue de la Libération

B.P. 1",53160,JUBLAINS,site du conseil général - www.cg53.fr ou lamayenne.fr,45.724344,3.340092
Musée des Sciences - CCSTI,"21, Rue du Douanier Rousseau",53000,LAVAL,http://www.multimedia.com/ccstidelaval,48.065559,-0.77102
Musée du Vieux Château,Place de la Trémoille,53000,LAVAL,Site de la mairie - http://musees.laval.fr,48.068827,-0.772298
Musée du Château,Place Juhel,53100,MAYENNE,http://www.museeduchateaudemayenne.fr,48.302373,-0.620107
Musée de l'Ardoise et de la Géologie,"""Longchamp""",53800,RENAZE,http://geocities.com/musardoise,47.79351,-1.041392
Musée Heurteloup-Chevalier,,72500,CHATEAU-DU-LOIR,,47.693176,0.417263
Musée Vert Véron-de-Forbonnais,"204, Avenue Jean-jaurès",72100,LE MANS,site de la ville,47.986868,0.208417
Musée de la Reine Bérengère,Rue de la Reine Bérengère,72000,LE MANS,Site de la ville - www.ville-lemans.fr,48.008972,0.197657
Musée de Tessé,"2, Avenue de Paderborn",72000,LE MANS,site de la ville - www.ville-lemans.fr,48.009934,0.204194
Musée Espace Faïence de Malicorne,"24, Rue Victor Hugo

B.P. 10",72270,MALICORNE-SUR-SARTHE,http://www.espacefaience.fr,50.723479,1.604654
Bibliothèque-musée,Rue Charles-Garnier,72120,SAINT-CALAIS,http://www.saint-calais.fr,47.92073,0.742885
Centre Minier de Faymoreau,"""La Cour""",85240,FAYMOREAU,http://www.centre-minier-vendee.com,46.555399,-0.630409
Ecomusée du Marais Breton Vendéen,Le Daviaud,85550,LA BARRE-DE-MONTS,http://www.ecomusee-ledaviaud.com,46.875564,-2.101948
Musée des Traditions,Place de l'Eglise,85680,LA GUERINIERE,http://www.ile-noirmoutier.com/html/activites,46.967659,-2.233874
Musée Municipal,Rue Jean Jaurès,85000,LA ROCHE-SUR-YON,site de la ville,46.66947,-1.428914
Musée ornithologique Charles-Payraudeau,"4, Rue des Noyers",85310,LA-CHAIZE-LE-VICOMTE,http://www.lachaizelevicomte.fr/fr/information/6403/musee-ornithologique-charles-payraudeau,46.671559,-1.297313
Historial et Mémorial de la Vendée,,85170,LES LUCS-SUR-BOULOGNE,http://www.historial.vendee.fr,46.849748,-1.48315
Musée de l'Abbaye de Sainte-Croix,Rue de Verdun,85100,LES SABLES D'OLONNE,http://www.lessablesdolonne.fr,46.497296,-1.777296
Musée Clemenceau et de Lattre-de-Tassigny,"1, rue Plante-Choux",85390,MOUILLERON-EN-PAREDS,http://www.musee-deuxvictoires.fr,46.675283,-0.849535
Musée de la Construction Navale Artisanale,"Rue de l'Ecluse

Le Port",85330,NOIRMOUTIER EN L'ILE,Site Vendée-Tourisme,46.999023,-2.24565
Musée du Château,Place d'Armes,85330,NOIRMOUTIER-EN-L'ILE,Site de la ville - www.ville-noirmoutier.fr,46.999717,-2.243097
Musée La Bourrine du Bois-Juquaud,"4, Chemin du Bois Juquaud",85270,SAINT-HILAIRE-DE-RIEZ,Site de la ville : www.sainthilairederiez.fr,46.755703,-1.951773
